MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20200602,6001,Alameda County,CA,0,100,100,44.56,0,0,6/2/2020,6/8/2020,1
20200526,6001,Alameda County,CA,0,100,100,44.56,0,0,5/26/2020,6/1/2020,1
20200519,6001,Alameda County,CA,0,100,100,44.56,0,0,5/19/2020,5/25/2020,1
20200512,6001,Alameda County,CA,0,100,100,44.56,0,0,5/12/2020,5/18/2020,1
20200505,6001,Alameda County,CA,0,100,100,44.56,0,0,5/5/2020,5/11/2020,1
20200428,6001,Alameda County,CA,0,100,100,45.28,0,0,4/28/2020,5/4/2020,1
20200421,6001,Alameda County,CA,0,100,100,45.28,0,0,4/21/2020,4/27/2020,1
20200414,6001,Alameda County,CA,0,100,100,0,0,0,4/14/2020,4/20/2020,1
20200407,6001,Alameda County,CA,0,100,100,0,0,0,4/7/2020,4/13/2020,1
20200331,6001,Alameda County,CA,0,100,100,0,0,0,3/31/2020,4/6/2020,1
20200324,6001,Alameda County,CA,0,100,100,0,0,0,3/24/2020,3/30/2020,1
20200317,6001,Alameda County,CA,0,100,100,0,0,0,3/17/2020,3/23/2020,1
20200310,6001,Alameda County,CA,0,100,100,0,0,0,3/10/2020,3/16/2020,1
20200303,6001,Alameda County,CA,0,100,98.51,0,0,0,3/3/2020,3/9/2020,1
20200225,6001,Alameda County,CA,0,100,5.12,0,0,0,2/25/2020,3/2/2020,1
20200218,6001,Alameda County,CA,3.22,96.78,0,0,0,0,2/18/2020,2/24/2020,1
20200211,6001,Alameda County,CA,3.22,96.78,0,0,0,0,2/11/2020,2/17/2020,1
20200204,6001,Alameda County,CA,8.8,91.2,0,0,0,0,2/4/2020,2/10/2020,1
20200128,6001,Alameda County,CA,8.8,91.2,0,0,0,0,1/28/2020,2/3/2020,1
20200121,6001,Alameda County,CA,100,0,0,0,0,0,1/21/2020,1/27/2020,1
20200114,6001,Alameda County,CA,100,0,0,0,0,0,1/14/2020,1/20/2020,1
20200107,6001,Alameda County,CA,100,0,0,0,0,0,1/7/2020,1/13/2020,1
20191231,6001,Alameda County,CA,100,0,0,0,0,0,12/31/2019,1/6/2020,1
20191224,6001,Alameda County,CA,100,0,0,0,0,0,12/24/2019,12/30/2019,1
20191217,6001,Alameda County,CA,100,0,0,0,0,0,12/17/2019,12/23/2019,1
20191210,6001,Alameda County,CA,100,0,0,0,0,0,12/10/2019,12/16/2019,1
20191203,6001,Alameda County,CA,0,100,0,0,0,0,12/3/2019,12/9/2019,1
20191126,6001,Alameda County,CA,0,100,0,0,0,0,11/26/2019,12/2/2019,1
20191119,6001,Alameda County,CA,0,100,0,0,0,0,11/19/2019,11/25/2019,1
20191112,6001,Alameda County,CA,0,100,0,0,0,0,11/12/2019,11/18/2019,1
20191105,6001,Alameda County,CA,100,0,0,0,0,0,11/5/2019,11/11/2019,1
20191029,6001,Alameda County,CA,100,0,0,0,0,0,10/29/2019,11/4/2019,1
20191022,6001,Alameda County,CA,100,0,0,0,0,0,10/22/2019,10/28/2019,1
20191015,6001,Alameda County,CA,100,0,0,0,0,0,10/15/2019,10/21/2019,1
20191008,6001,Alameda County,CA,100,0,0,0,0,0,10/8/2019,10/14/2019,1
20191001,6001,Alameda County,CA,100,0,0,0,0,0,10/1/2019,10/7/2019,1
20190924,6001,Alameda County,CA,100,0,0,0,0,0,9/24/2019,9/30/2019,1
20190917,6001,Alameda County,CA,100,0,0,0,0,0,9/17/2019,9/23/2019,1
20190910,6001,Alameda County,CA,100,0,0,0,0,0,9/10/2019,9/16/2019,1
20190903,6001,Alameda County,CA,100,0,0,0,0,0,9/3/2019,9/9/2019,1
20190827,6001,Alameda County,CA,100,0,0,0,0,0,8/27/2019,9/2/2019,1
20190820,6001,Alameda County,CA,100,0,0,0,0,0,8/20/2019,8/26/2019,1
20190813,6001,Alameda County,CA,100,0,0,0,0,0,8/13/2019,8/19/2019,1
20190806,6001,Alameda County,CA,100,0,0,0,0,0,8/6/2019,8/12/2019,1
20190730,6001,Alameda County,CA,100,0,0,0,0,0,7/30/2019,8/5/2019,1
20190723,6001,Alameda County,CA,100,0,0,0,0,0,7/23/2019,7/29/2019,1
20190716,6001,Alameda County,CA,100,0,0,0,0,0,7/16/2019,7/22/2019,1
20190709,6001,Alameda County,CA,100,0,0,0,0,0,7/9/2019,7/15/2019,1
20190702,6001,Alameda County,CA,100,0,0,0,0,0,7/2/2019,7/8/2019,1
20190625,6001,Alameda County,CA,100,0,0,0,0,0,6/25/2019,7/1/2019,1
20190618,6001,Alameda County,CA,100,0,0,0,0,0,6/18/2019,6/24/2019,1
20190611,6001,Alameda County,CA,100,0,0,0,0,0,6/11/2019,6/17/2019,1
20190604,6001,Alameda County,CA,100,0,0,0,0,0,6/4/2019,6/10/2019,1
20190528,6001,Alameda County,CA,100,0,0,0,0,0,5/28/2019,6/3/2019,1
20190521,6001,Alameda County,CA,100,0,0,0,0,0,5/21/2019,5/27/2019,1
20190514,6001,Alameda County,CA,100,0,0,0,0,0,5/14/2019,5/20/2019,1
20190507,6001,Alameda County,CA,100,0,0,0,0,0,5/7/2019,5/13/2019,1
20190430,6001,Alameda County,CA,100,0,0,0,0,0,4/30/2019,5/6/2019,1
20190423,6001,Alameda County,CA,100,0,0,0,0,0,4/23/2019,4/29/2019,1
20190416,6001,Alameda County,CA,100,0,0,0,0,0,4/16/2019,4/22/2019,1
20190409,6001,Alameda County,CA,100,0,0,0,0,0,4/9/2019,4/15/2019,1
20190402,6001,Alameda County,CA,100,0,0,0,0,0,4/2/2019,4/8/2019,1
20190326,6001,Alameda County,CA,100,0,0,0,0,0,3/26/2019,4/1/2019,1
20190319,6001,Alameda County,CA,100,0,0,0,0,0,3/19/2019,3/25/2019,1
20190312,6001,Alameda County,CA,100,0,0,0,0,0,3/12/2019,3/18/2019,1
20190305,6001,Alameda County,CA,100,0,0,0,0,0,3/5/2019,3/11/2019,1
20190226,6001,Alameda County,CA,100,0,0,0,0,0,2/26/2019,3/4/2019,1
20190219,6001,Alameda County,CA,100,0,0,0,0,0,2/19/2019,2/25/2019,1
20190212,6001,Alameda County,CA,100,0,0,0,0,0,2/12/2019,2/18/2019,1
20190205,6001,Alameda County,CA,27.59,72.41,0,0,0,0,2/5/2019,2/11/2019,1
20190129,6001,Alameda County,CA,49.16,50.84,0,0,0,0,1/29/2019,2/4/2019,1
20190122,6001,Alameda County,CA,0,100,49.68,0,0,0,1/22/2019,1/28/2019,1
20190115,6001,Alameda County,CA,0,100,49.68,0,0,0,1/15/2019,1/21/2019,1
20190108,6001,Alameda County,CA,0,100,49.68,0,0,0,1/8/2019,1/14/2019,1
20190101,6001,Alameda County,CA,0,100,49.68,0,0,0,1/1/2019,1/7/2019,1
20181225,6001,Alameda County,CA,0,100,49.68,0,0,0,12/25/2018,12/31/2018,1
20181218,6001,Alameda County,CA,0,100,49.68,0,0,0,12/18/2018,12/24/2018,1
20181211,6001,Alameda County,CA,0,100,49.68,0,0,0,12/11/2018,12/17/2018,1
20181204,6001,Alameda County,CA,0,100,100,0,0,0,12/4/2018,12/10/2018,1
20181127,6001,Alameda County,CA,0,100,100,0,0,0,11/27/2018,12/3/2018,1
20181120,6001,Alameda County,CA,0,100,100,0,0,0,11/20/2018,11/26/2018,1
20181113,6001,Alameda County,CA,0,100,0,0,0,0,11/13/2018,11/19/2018,1
20181106,6001,Alameda County,CA,0,100,0,0,0,0,11/6/2018,11/12/2018,1
20181030,6001,Alameda County,CA,0,100,0,0,0,0,10/30/2018,11/5/2018,1
20181023,6001,Alameda County,CA,0,100,0,0,0,0,10/23/2018,10/29/2018,1
20181016,6001,Alameda County,CA,0,100,0,0,0,0,10/16/2018,10/22/2018,1
20181009,6001,Alameda County,CA,0,100,0,0,0,0,10/9/2018,10/15/2018,1
20181002,6001,Alameda County,CA,0,100,0,0,0,0,10/2/2018,10/8/2018,1
20180925,6001,Alameda County,CA,0,100,0,0,0,0,9/25/2018,10/1/2018,1
20180918,6001,Alameda County,CA,0,100,0,0,0,0,9/18/2018,9/24/2018,1
20180911,6001,Alameda County,CA,0,100,0,0,0,0,9/11/2018,9/17/2018,1
20180904,6001,Alameda County,CA,0,100,0,0,0,0,9/4/2018,9/10/2018,1
20180828,6001,Alameda County,CA,0,100,0,0,0,0,8/28/2018,9/3/2018,1
20180821,6001,Alameda County,CA,0,100,0,0,0,0,8/21/2018,8/27/2018,1
20180814,6001,Alameda County,CA,0,100,0,0,0,0,8/14/2018,8/20/2018,1
20180807,6001,Alameda County,CA,0,100,0,0,0,0,8/7/2018,8/13/2018,1
20180731,6001,Alameda County,CA,0,100,0,0,0,0,7/31/2018,8/6/2018,1
20180724,6001,Alameda County,CA,0,100,0,0,0,0,7/24/2018,7/30/2018,1
20180717,6001,Alameda County,CA,0,100,0,0,0,0,7/17/2018,7/23/2018,1
20180710,6001,Alameda County,CA,0,100,0,0,0,0,7/10/2018,7/16/2018,1
20180703,6001,Alameda County,CA,0,100,0,0,0,0,7/3/2018,7/9/2018,1
20180626,6001,Alameda County,CA,0,100,0,0,0,0,6/26/2018,7/2/2018,1
20180619,6001,Alameda County,CA,57.94,42.06,0,0,0,0,6/19/2018,6/25/2018,1
20180612,6001,Alameda County,CA,58.41,41.59,0,0,0,0,6/12/2018,6/18/2018,1
20180605,6001,Alameda County,CA,58.41,41.59,0,0,0,0,6/5/2018,6/11/2018,1
20180529,6001,Alameda County,CA,58.41,41.59,0,0,0,0,5/29/2018,6/4/2018,1
20180522,6001,Alameda County,CA,58.41,41.59,0,0,0,0,5/22/2018,5/28/2018,1
20180515,6001,Alameda County,CA,58.49,41.51,0,0,0,0,5/15/2018,5/21/2018,1
20180508,6001,Alameda County,CA,57.67,42.33,0,0,0,0,5/8/2018,5/14/2018,1
20180501,6001,Alameda County,CA,55.09,44.91,0,0,0,0,5/1/2018,5/7/2018,1
20180424,6001,Alameda County,CA,55.09,44.91,0,0,0,0,4/24/2018,4/30/2018,1
20180417,6001,Alameda County,CA,55.09,44.91,0,0,0,0,4/17/2018,4/23/2018,1
20180410,6001,Alameda County,CA,55.09,44.91,0,0,0,0,4/10/2018,4/16/2018,1
20180403,6001,Alameda County,CA,55.09,44.91,0,0,0,0,4/3/2018,4/9/2018,1
20180327,6001,Alameda County,CA,55.09,44.91,0,0,0,0,3/27/2018,4/2/2018,1
20180320,6001,Alameda County,CA,55.09,44.91,0,0,0,0,3/20/2018,3/26/2018,1
20180313,6001,Alameda County,CA,55.09,44.91,0,0,0,0,3/13/2018,3/19/2018,1
20180306,6001,Alameda County,CA,0,100,0,0,0,0,3/6/2018,3/12/2018,1
20180227,6001,Alameda County,CA,0,100,0,0,0,0,2/27/2018,3/5/2018,1
20180220,6001,Alameda County,CA,0,100,0,0,0,0,2/20/2018,2/26/2018,1
20180213,6001,Alameda County,CA,100,0,0,0,0,0,2/13/2018,2/19/2018,1
20180206,6001,Alameda County,CA,100,0,0,0,0,0,2/6/2018,2/12/2018,1
20180130,6001,Alameda County,CA,100,0,0,0,0,0,1/30/2018,2/5/2018,1
20180123,6001,Alameda County,CA,100,0,0,0,0,0,1/23/2018,1/29/2018,1
20180116,6001,Alameda County,CA,100,0,0,0,0,0,1/16/2018,1/22/2018,1
20180109,6001,Alameda County,CA,100,0,0,0,0,0,1/9/2018,1/15/2018,1
20180102,6001,Alameda County,CA,100,0,0,0,0,0,1/2/2018,1/8/2018,1
20171226,6001,Alameda County,CA,100,0,0,0,0,0,12/26/2017,1/1/2018,1
20171219,6001,Alameda County,CA,100,0,0,0,0,0,12/19/2017,12/25/2017,1
20171212,6001,Alameda County,CA,100,0,0,0,0,0,12/12/2017,12/18/2017,1
20171205,6001,Alameda County,CA,100,0,0,0,0,0,12/5/2017,12/11/2017,1
20171128,6001,Alameda County,CA,100,0,0,0,0,0,11/28/2017,12/4/2017,1
20171121,6001,Alameda County,CA,100,0,0,0,0,0,11/21/2017,11/27/2017,1
20171114,6001,Alameda County,CA,100,0,0,0,0,0,11/14/2017,11/20/2017,1
20171107,6001,Alameda County,CA,100,0,0,0,0,0,11/7/2017,11/13/2017,1
20171031,6001,Alameda County,CA,100,0,0,0,0,0,10/31/2017,11/6/2017,1
20171024,6001,Alameda County,CA,100,0,0,0,0,0,10/24/2017,10/30/2017,1
20171017,6001,Alameda County,CA,100,0,0,0,0,0,10/17/2017,10/23/2017,1
20171010,6001,Alameda County,CA,100,0,0,0,0,0,10/10/2017,10/16/2017,1
20171003,6001,Alameda County,CA,100,0,0,0,0,0,10/3/2017,10/9/2017,1
20170926,6001,Alameda County,CA,100,0,0,0,0,0,9/26/2017,10/2/2017,1
20170919,6001,Alameda County,CA,100,0,0,0,0,0,9/19/2017,9/25/2017,1
20170912,6001,Alameda County,CA,100,0,0,0,0,0,9/12/2017,9/18/2017,1
20170905,6001,Alameda County,CA,100,0,0,0,0,0,9/5/2017,9/11/2017,1
20170829,6001,Alameda County,CA,100,0,0,0,0,0,8/29/2017,9/4/2017,1
20170822,6001,Alameda County,CA,100,0,0,0,0,0,8/22/2017,8/28/2017,1
20170815,6001,Alameda County,CA,100,0,0,0,0,0,8/15/2017,8/21/2017,1
20170808,6001,Alameda County,CA,100,0,0,0,0,0,8/8/2017,8/14/2017,1
20170801,6001,Alameda County,CA,100,0,0,0,0,0,8/1/2017,8/7/2017,1
20170725,6001,Alameda County,CA,100,0,0,0,0,0,7/25/2017,7/31/2017,1
20170718,6001,Alameda County,CA,100,0,0,0,0,0,7/18/2017,7/24/2017,1
20170711,6001,Alameda County,CA,100,0,0,0,0,0,7/11/2017,7/17/2017,1
20170704,6001,Alameda County,CA,100,0,0,0,0,0,7/4/2017,7/10/2017,1
20170627,6001,Alameda County,CA,100,0,0,0,0,0,6/27/2017,7/3/2017,1
20170620,6001,Alameda County,CA,100,0,0,0,0,0,6/20/2017,6/26/2017,1
20170613,6001,Alameda County,CA,100,0,0,0,0,0,6/13/2017,6/19/2017,1
20170606,6001,Alameda County,CA,100,0,0,0,0,0,6/6/2017,6/12/2017,1
20170530,6001,Alameda County,CA,100,0,0,0,0,0,5/30/2017,6/5/2017,1
20170523,6001,Alameda County,CA,100,0,0,0,0,0,5/23/2017,5/29/2017,1
20170516,6001,Alameda County,CA,100,0,0,0,0,0,5/16/2017,5/22/2017,1
20170509,6001,Alameda County,CA,100,0,0,0,0,0,5/9/2017,5/15/2017,1
20170502,6001,Alameda County,CA,100,0,0,0,0,0,5/2/2017,5/8/2017,1
20170425,6001,Alameda County,CA,100,0,0,0,0,0,4/25/2017,5/1/2017,1
20170418,6001,Alameda County,CA,100,0,0,0,0,0,4/18/2017,4/24/2017,1
20170411,6001,Alameda County,CA,100,0,0,0,0,0,4/11/2017,4/17/2017,1
20170404,6001,Alameda County,CA,100,0,0,0,0,0,4/4/2017,4/10/2017,1
20170328,6001,Alameda County,CA,100,0,0,0,0,0,3/28/2017,4/3/2017,1
20170321,6001,Alameda County,CA,100,0,0,0,0,0,3/21/2017,3/27/2017,1
20170314,6001,Alameda County,CA,100,0,0,0,0,0,3/14/2017,3/20/2017,1
20170307,6001,Alameda County,CA,100,0,0,0,0,0,3/7/2017,3/13/2017,1
20170228,6001,Alameda County,CA,100,0,0,0,0,0,2/28/2017,3/6/2017,1
20170221,6001,Alameda County,CA,100,0,0,0,0,0,2/21/2017,2/27/2017,1
20170214,6001,Alameda County,CA,100,0,0,0,0,0,2/14/2017,2/20/2017,1
20170207,6001,Alameda County,CA,96.58,3.42,0,0,0,0,2/7/2017,2/13/2017,1
20170131,6001,Alameda County,CA,96.58,3.42,0,0,0,0,1/31/2017,2/6/2017,1
20170124,6001,Alameda County,CA,96.58,3.42,0,0,0,0,1/24/2017,1/30/2017,1
20170117,6001,Alameda County,CA,18.13,81.87,3.51,0,0,0,1/17/2017,1/23/2017,1
20170110,6001,Alameda County,CA,18.13,81.87,3.51,0,0,0,1/10/2017,1/16/2017,1
20170103,6001,Alameda County,CA,0,100,94.14,61.86,0,0,1/3/2017,1/9/2017,1
20161227,6001,Alameda County,CA,0,100,94.14,61.86,0,0,12/27/2016,1/2/2017,1
20161220,6001,Alameda County,CA,0,100,94.14,61.86,0,0,12/20/2016,12/26/2016,1
20161213,6001,Alameda County,CA,0,100,100,82.42,44.83,0,12/13/2016,12/19/2016,1
20161206,6001,Alameda County,CA,0,100,100,82.42,44.83,0,12/6/2016,12/12/2016,1
20161129,6001,Alameda County,CA,0,100,100,82.42,44.83,0,11/29/2016,12/5/2016,1
20161122,6001,Alameda County,CA,0,100,100,82.42,44.83,0,11/22/2016,11/28/2016,1
20161115,6001,Alameda County,CA,0,100,100,82.42,44.83,0,11/15/2016,11/21/2016,1
20161108,6001,Alameda County,CA,0,100,100,82.42,44.83,0,11/8/2016,11/14/2016,1
20161101,6001,Alameda County,CA,0,100,100,82.42,44.83,0,11/1/2016,11/7/2016,1
20161025,6001,Alameda County,CA,0,100,100,82.42,44.83,0,10/25/2016,10/31/2016,1
20161018,6001,Alameda County,CA,0,100,100,82.42,44.83,0,10/18/2016,10/24/2016,1
20161011,6001,Alameda County,CA,0,100,100,82.42,44.83,0,10/11/2016,10/17/2016,1
20161004,6001,Alameda County,CA,0,100,100,82.42,44.83,0,10/4/2016,10/10/2016,1
20160927,6001,Alameda County,CA,0,100,100,82.42,44.83,0,9/27/2016,10/3/2016,1
20160920,6001,Alameda County,CA,0,100,100,82.42,44.83,0,9/20/2016,9/26/2016,1
20160913,6001,Alameda County,CA,0,100,100,82.42,44.83,0,9/13/2016,9/19/2016,1
20160906,6001,Alameda County,CA,0,100,100,82.42,44.83,0,9/6/2016,9/12/2016,1
20160830,6001,Alameda County,CA,0,100,100,82.42,44.83,0,8/30/2016,9/5/2016,1
20160823,6001,Alameda County,CA,0,100,100,82.42,44.83,0,8/23/2016,8/29/2016,1
20160816,6001,Alameda County,CA,0,100,100,82.42,44.83,0,8/16/2016,8/22/2016,1
20160809,6001,Alameda County,CA,0,100,100,82.42,44.83,0,8/9/2016,8/15/2016,1
20160802,6001,Alameda County,CA,0,100,100,82.42,44.83,0,8/2/2016,8/8/2016,1
20160726,6001,Alameda County,CA,0,100,100,82.42,44.83,0,7/26/2016,8/1/2016,1
20160719,6001,Alameda County,CA,0,100,100,82.42,44.83,0,7/19/2016,7/25/2016,1
20160712,6001,Alameda County,CA,0,100,100,82.42,44.83,0,7/12/2016,7/18/2016,1
20160705,6001,Alameda County,CA,0,100,100,82.42,44.83,0,7/5/2016,7/11/2016,1
20160628,6001,Alameda County,CA,0,100,100,82.42,44.83,0,6/28/2016,7/4/2016,1
20160621,6001,Alameda County,CA,0,100,100,82.42,44.83,0,6/21/2016,6/27/2016,1
20160614,6001,Alameda County,CA,0,100,100,82.42,44.83,0,6/14/2016,6/20/2016,1
20160607,6001,Alameda County,CA,0,100,100,82.42,44.83,0,6/7/2016,6/13/2016,1
20160531,6001,Alameda County,CA,0,100,100,82.42,44.83,0,5/31/2016,6/6/2016,1
20160524,6001,Alameda County,CA,0,100,100,82.42,44.83,0,5/24/2016,5/30/2016,1
20160517,6001,Alameda County,CA,0,100,100,82.42,44.83,0,5/17/2016,5/23/2016,1
20160510,6001,Alameda County,CA,0,100,100,82.42,44.83,0,5/10/2016,5/16/2016,1
20160503,6001,Alameda County,CA,0,100,100,82.42,44.83,0,5/3/2016,5/9/2016,1
20160426,6001,Alameda County,CA,0,100,100,82.42,44.83,0,4/26/2016,5/2/2016,1
20160419,6001,Alameda County,CA,0,100,100,82.42,44.83,0,4/19/2016,4/25/2016,1
20160412,6001,Alameda County,CA,0,100,100,82.42,44.83,16.37,4/12/2016,4/18/2016,1
20160405,6001,Alameda County,CA,0,100,100,82.42,44.83,16.37,4/5/2016,4/11/2016,1
20160329,6001,Alameda County,CA,0,100,100,82.42,44.83,20.82,3/29/2016,4/4/2016,1
20160322,6001,Alameda County,CA,0,100,100,82.42,44.83,20.82,3/22/2016,3/28/2016,1
20160315,6001,Alameda County,CA,0,100,100,82.42,44.83,20.82,3/15/2016,3/21/2016,1
20160308,6001,Alameda County,CA,0,100,100,100,98.46,20.82,3/8/2016,3/14/2016,1
20160301,6001,Alameda County,CA,0,100,100,100,98.46,20.82,3/1/2016,3/7/2016,1
20160223,6001,Alameda County,CA,0,100,100,100,98.46,20.82,2/23/2016,2/29/2016,1
20160216,6001,Alameda County,CA,0,100,100,100,98.46,20.82,2/16/2016,2/22/2016,1
20160209,6001,Alameda County,CA,0,100,100,100,98.46,20.82,2/9/2016,2/15/2016,1
20160202,6001,Alameda County,CA,0,100,100,100,98.46,20.82,2/2/2016,2/8/2016,1
20160126,6001,Alameda County,CA,0,100,100,100,99.93,18.96,1/26/2016,2/1/2016,1
20160119,6001,Alameda County,CA,0,100,100,100,100,18.96,1/19/2016,1/25/2016,1
20160112,6001,Alameda County,CA,0,100,100,100,100,18.96,1/12/2016,1/18/2016,1
20160105,6001,Alameda County,CA,0,100,100,100,100,18.96,1/5/2016,1/11/2016,1
20151229,6001,Alameda County,CA,0,100,100,100,100,18.96,12/29/2015,1/4/2016,1
20151222,6001,Alameda County,CA,0,100,100,100,100,18.96,12/22/2015,12/28/2015,1
20151215,6001,Alameda County,CA,0,100,100,100,100,18.96,12/15/2015,12/21/2015,1
20151208,6001,Alameda County,CA,0,100,100,100,100,18.96,12/8/2015,12/14/2015,1
20151201,6001,Alameda County,CA,0,100,100,100,100,18.96,12/1/2015,12/7/2015,1
20151124,6001,Alameda County,CA,0,100,100,100,100,18.96,11/24/2015,11/30/2015,1
20151117,6001,Alameda County,CA,0,100,100,100,100,18.96,11/17/2015,11/23/2015,1
20151110,6001,Alameda County,CA,0,100,100,100,100,18.96,11/10/2015,11/16/2015,1
20151103,6001,Alameda County,CA,0,100,100,100,100,18.96,11/3/2015,11/9/2015,1
20151027,6001,Alameda County,CA,0,100,100,100,100,18.96,10/27/2015,11/2/2015,1
20151020,6001,Alameda County,CA,0,100,100,100,100,18.96,10/20/2015,10/26/2015,1
20151013,6001,Alameda County,CA,0,100,100,100,100,18.96,10/13/2015,10/19/2015,1
20151006,6001,Alameda County,CA,0,100,100,100,100,18.96,10/6/2015,10/12/2015,1
20150929,6001,Alameda County,CA,0,100,100,100,100,18.96,9/29/2015,10/5/2015,1
20150922,6001,Alameda County,CA,0,100,100,100,100,18.96,9/22/2015,9/28/2015,1
20150915,6001,Alameda County,CA,0,100,100,100,100,18.96,9/15/2015,9/21/2015,1
20150908,6001,Alameda County,CA,0,100,100,100,100,18.96,9/8/2015,9/14/2015,1
20150901,6001,Alameda County,CA,0,100,100,100,100,18.96,9/1/2015,9/7/2015,1
20150825,6001,Alameda County,CA,0,100,100,100,100,18.96,8/25/2015,8/31/2015,1
20150818,6001,Alameda County,CA,0,100,100,100,100,18.96,8/18/2015,8/24/2015,1
20150811,6001,Alameda County,CA,0,100,100,100,100,18.96,8/11/2015,8/17/2015,1
20150804,6001,Alameda County,CA,0,100,100,100,100,18.96,8/4/2015,8/10/2015,1
20150728,6001,Alameda County,CA,0,100,100,100,100,18.96,7/28/2015,8/3/2015,1
20150721,6001,Alameda County,CA,0,100,100,100,100,18.96,7/21/2015,7/27/2015,1
20150714,6001,Alameda County,CA,0,100,100,100,100,18.96,7/14/2015,7/20/2015,1
20150707,6001,Alameda County,CA,0,100,100,100,100,18.96,7/7/2015,7/13/2015,1
20150630,6001,Alameda County,CA,0,100,100,100,100,18.96,6/30/2015,7/6/2015,1
20150623,6001,Alameda County,CA,0,100,100,100,100,18.96,6/23/2015,6/29/2015,1
20150616,6001,Alameda County,CA,0,100,100,100,100,18.96,6/16/2015,6/22/2015,1
20150609,6001,Alameda County,CA,0,100,100,100,100,18.96,6/9/2015,6/15/2015,1
20150602,6001,Alameda County,CA,0,100,100,100,100,18.96,6/2/2015,6/8/2015,1
20150526,6001,Alameda County,CA,0,100,100,100,100,18.96,5/26/2015,6/1/2015,1
20150519,6001,Alameda County,CA,0,100,100,100,100,18.96,5/19/2015,5/25/2015,1
20150512,6001,Alameda County,CA,0,100,100,100,100,18.96,5/12/2015,5/18/2015,1
20150505,6001,Alameda County,CA,0,100,100,100,100,18.96,5/5/2015,5/11/2015,1
20150428,6001,Alameda County,CA,0,100,100,100,100,18.96,4/28/2015,5/4/2015,1
20150421,6001,Alameda County,CA,0,100,100,100,100,18.96,4/21/2015,4/27/2015,1
20150414,6001,Alameda County,CA,0,100,100,100,100,18.96,4/14/2015,4/20/2015,1
20150407,6001,Alameda County,CA,0,100,100,100,100,18.96,4/7/2015,4/13/2015,1
20150331,6001,Alameda County,CA,0,100,100,100,100,18.96,3/31/2015,4/6/2015,1
20150324,6001,Alameda County,CA,0,100,100,100,100,18.96,3/24/2015,3/30/2015,1
20150317,6001,Alameda County,CA,0,100,100,100,100,18.96,3/17/2015,3/23/2015,1
20150310,6001,Alameda County,CA,0,100,100,100,100,18.96,3/10/2015,3/16/2015,1
20150303,6001,Alameda County,CA,0,100,100,100,100,18.96,3/3/2015,3/9/2015,1
20150224,6001,Alameda County,CA,0,100,100,100,100,18.96,2/24/2015,3/2/2015,1
20150217,6001,Alameda County,CA,0,100,100,100,100,18.96,2/17/2015,2/23/2015,1
20150210,6001,Alameda County,CA,0,100,100,100,100,18.96,2/10/2015,2/16/2015,1
20150203,6001,Alameda County,CA,0,100,100,100,100,18.96,2/3/2015,2/9/2015,1
20150127,6001,Alameda County,CA,0,100,100,100,100,18.96,1/27/2015,2/2/2015,1
20150120,6001,Alameda County,CA,0,100,100,100,100,18.96,1/20/2015,1/26/2015,1
20150113,6001,Alameda County,CA,0,100,100,100,100,18.96,1/13/2015,1/19/2015,1
20150106,6001,Alameda County,CA,0,100,100,100,100,18.96,1/6/2015,1/12/2015,1
20141230,6001,Alameda County,CA,0,100,100,100,100,18.96,12/30/2014,1/5/2015,1
20141223,6001,Alameda County,CA,0,100,100,100,100,18.96,12/23/2014,12/29/2014,1
20141216,6001,Alameda County,CA,0,100,100,100,100,18.96,12/16/2014,12/22/2014,1
20141209,6001,Alameda County,CA,0,100,100,100,100,100,12/9/2014,12/15/2014,1
20141202,6001,Alameda County,CA,0,100,100,100,100,100,12/2/2014,12/8/2014,1
20141125,6001,Alameda County,CA,0,100,100,100,100,100,11/25/2014,12/1/2014,1
20141118,6001,Alameda County,CA,0,100,100,100,100,100,11/18/2014,11/24/2014,1
20141111,6001,Alameda County,CA,0,100,100,100,100,100,11/11/2014,11/17/2014,1
20141104,6001,Alameda County,CA,0,100,100,100,100,100,11/4/2014,11/10/2014,1
20141028,6001,Alameda County,CA,0,100,100,100,100,100,10/28/2014,11/3/2014,1
20141021,6001,Alameda County,CA,0,100,100,100,100,100,10/21/2014,10/27/2014,1
20141014,6001,Alameda County,CA,0,100,100,100,100,100,10/14/2014,10/20/2014,1
20141007,6001,Alameda County,CA,0,100,100,100,100,100,10/7/2014,10/13/2014,1
20140930,6001,Alameda County,CA,0,100,100,100,100,100,9/30/2014,10/6/2014,1
20140923,6001,Alameda County,CA,0,100,100,100,100,100,9/23/2014,9/29/2014,1
20140916,6001,Alameda County,CA,0,100,100,100,100,100,9/16/2014,9/22/2014,1
20140909,6001,Alameda County,CA,0,100,100,100,100,100,9/9/2014,9/15/2014,1
20140902,6001,Alameda County,CA,0,100,100,100,100,100,9/2/2014,9/8/2014,1
20140826,6001,Alameda County,CA,0,100,100,100,100,100,8/26/2014,9/1/2014,1
20140819,6001,Alameda County,CA,0,100,100,100,100,100,8/19/2014,8/25/2014,1
20140812,6001,Alameda County,CA,0,100,100,100,100,100,8/12/2014,8/18/2014,1
20140805,6001,Alameda County,CA,0,100,100,100,100,100,8/5/2014,8/11/2014,1
20140729,6001,Alameda County,CA,0,100,100,100,100,100,7/29/2014,8/4/2014,1
